OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed
326,PEC-SUR-0001,Surry County,Green Energy Center,Green Energy Partners,HOG ISLAND ROAD,31-22,641.0,0,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterfrontier.com/energy/article/33010239/onsite-energy-plans-for-new-data-center-projects-reflect-industrys-decarbonization-investment,37.15202452,-76.68507338,2024-04-10,SEP,37.15202452,
327,PEC-VAB-0001A,Virginia Beach City,Telxius Cable Landing Station Virginia Beach,Telxius,1900 Corporate Landing Pkwy Cm,24152291580000,0.0,"140,000",,Expansion,Proposed,,https://propertysearch.virginiabeach.gov/#/property/24152291580000,https://baxtel.com/data-center/telxius-cable-landing-station-virginia-beach,36.77926148,-76.00783079,2024-04-10,SEP,36.77926148,
328,PEC-VAB-0002,Virginia Beach City,Globalinx Virginia Beach,LANDING 888 LLC,1632 Corporate Landing Pkwy,24152434460000,7.0,"9,712",,Complete,Existing,,https://propertysearch.virginiabeach.gov/#/property/24152434460000,,36.7837077,-76.00894299,2024-04-10,SEP,36.7837077,
329,PEC-VAB-0001,Virginia Beach City,Telxius Cable Landing Station Virginia Beach,Telxius,1900 Corporate Landing Pkwy Cm,24152291580000,11.5,"10,750",,Complete,Existing,,,,36.77754701,-76.00713488,2024-04-10,SEP,36.77754701,
330,PEC-WIS-0001,Wise County,DP Facilities: Mineral Gap,DP FACILITIES INC SOUTH LLC,5978 WINDSWEPT BLVD,042710,22.0,"65,000",,"Operating, Expanding",Existing,,https://wisecova.interactivegis.com/jtf/35364,https://www.dpfacilities.com/markets/wise-va/,36.97806629,-82.5270336,2024-04-10,SEP,36.97806629,
332,PEC-SCO-0002,Scott County,Duffield Premier Data Center Site,ONEPARTNER LLC,158 Advanced Technology Dr,80A3-3-8,2.48,"9,200",,Complete,Existing,,https://scottcova.interactivegis.com/jtf/10308,https://cloudandcolocation.com/datacenters/onepartner-duffield-data-center-atac/,36.71256549,-82.80250359,2024-04-10,SEP,36.71256549,
336,PEC-HAN-0003,Hanover County,Ironhorse East Ashland,"Harris and Douglass Properties, LLC",10171 East Patrick Henry Road,7880-70-4924,234.0,,,New,Proposed,several parcels on one business park; combined acreage,https://www.hanovercounty.gov/DocumentCenter/View/10884/REZ2022-00008-v,https://www.hanovercounty.gov/1270/Ironhorse-East-Ashland,37.7590172569169,-77.4507963324583,2024-08-08,SEE,37.7590172569169,
337,PEC-LDN-0146,Loudoun County,MECP1 ASHBURN 1 LLC,MECP1 ASHBURN 1 LLC,21215 ATLANTIC BLVD,030455548000,5.9393,258716,,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=030455548000&jur=107&taxyr=2024&LMparent=20,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=030455548000&jur=107&taxyr=2024&LMparent=20,39.0284858859489,-77.4276849873378,2024-08-07,SEE,39.0284858859489,
338,PEC-LDN-0147,Loudoun County,MECP2 ASHBURN 2 LLC,MECP2 ASHBURN 2 LLC,21205 ATLANTIC BLVD,029151508000,5.9393,258716,,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=029151508000&jur=107&taxyr=2024&LMparent=20,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=029151508000&jur=107&taxyr=2024&LMparent=20,39.0304124125179,-77.4290132354712,2024-08-07,SEE,39.0304124125179,
339,PEC-LDN-0148,Loudoun County,MECP3 ASHBURN 3 LLC,MECP3 ASHBURN 3 LLC,21195 ATLANTIC BLVD,041108666000,5.9393,258716,,Complete,Existing,"Shown as ""Storage Warehouse""",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=041108666000&jur=107&taxyr=2024&LMparent=20,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=041108666000&jur=107&taxyr=2024&LMparent=20,39.0323483344914,-77.4299109244604,2024-08-07,SEE,39.0323483344914,
349,PEC-FAQ-0001A,Fauquier County,OVHcloud Data Center Expansion,OVHcloud,6872 Watson Ct,7915-86-3249-000,0.0,"120,000",,Expansion,Proposed,expansion. Acreage represented in the original property,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/map?search=7915-88-3261-000,https://www.fauquiernow.com/news/data-center-database-where-projects-stand-across-fauquier-county/article_18be50e8-49f6-11ef-95cf-3b45407fea55.html,38.7474371846747,-77.6744822888609,2024-08-22,SEE,38.7474371846747,
350,PEC-FAQ-0009,Fauquier County,Convergent Technology Park,Convergent VA LLC,"James Madison St, Remington VA",6888-13-7752-000,139.48,"1,056,000",,New,Proposed,listed sqft in northern 104 acres ,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/plan/4370817a-ce39-47d9-994b-1a0548fa9fa2?tab=attachments,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/plan/4370817a-ce39-47d9-994b-1a0548fa9fa2?tab=attachments,38.5469846287374,-77.8062594961189,2024-08-22,SEE,38.5469846287374,
351,PEC-FAQ-0010,Fauquier County,Vint Hill Corners,Vint Hill Corners LLC,"4295 AIKEN DR WARRENTON, VA 20187",7915-54-0780-000,46.2,"360,000",,New,Proposed,"two buildings, split sqft (165k, 195k)",https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/map?search=7915-53-3758-000,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/plan/ff86bd94-573b-462d-bf75-777ee3093d58?tab=attachments,38.7445849052524,-77.6853397621362,2024-08-22,SEE,38.7445849052524,
352,PEC-APP-0001,Appomattox County,Avaio Digital Partners,Avaio Digital Partners,1296 CONFEDERATE BLVD,64A6 1 G,450.0,250000,300.0,New,Proposed,https://avaiodigital.com/#projects,https://appomattoxgis.timmons.com/#/mwl?location=-78.823814_37.355265&zoom=18,https://cardinalnews.org/2024/12/11/appomatox-county-strikes-deal-for-data-center/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Caesars%20Virginia%20has%20made%20a%20big%20impact%20on%20Danville%2C%20even%20before%20opening%20its%20doors&utm_campaign=Wednesday%2C%20Dec%20%2011%2C%202024,37.3555393491324,-78.8224338600495,2025-01-15,SEP,37.3555393491324,
353,PEC-PIT-0001,Pittsylvania County,unnamed,"BOLES, BRENDA ET ALS EAST, SHARON ET ALS BOLES, DOUGLAS ET ALS KELLEY, OTEY HARRIS III ET ALS KELLEY, CHARLES ET ALS",6321 ROCKFORD SCH RD,2531-47-0247,52.36,2280801,,New,Proposed,,"https://experience.arcgis.com/experience/72964533b5b14058835193306c7a33bc#data_s=id%3AdataSource_4-18e66caa3c0-layer-48%3A1299%2Cid%3Awidget_251_output_config_9%3A0&widget_101=active_datasource_id:dataSource_4,center:-8833175.170597687%2C4436226.724131098","https://experience.arcgis.com/experience/72964533b5b14058835193306c7a33bc#data_s=id%3AdataSource_4-18e66caa3c0-layer-48%3A1299%2Cid%3Awidget_251_output_config_9%3A0&widget_101=active_datasource_id:dataSource_4,center:-8833175.170597687%2C4436226.724131098%2C102100,scale:3328.2265114471415,rotation:0,viewpoint:%7B%22rotation%22%3A0%2C%22scale%22%3A3328.2265114471415%2C%22targetGeometry%22%3A%7B%22spatialReference%22%3A%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D%2C%22x%22%3A-8833175.170597687%2C%22y%22%3A4436226.724131098%7D%7D",36.98034864076,-79.3518648852784,2025-01-15,SEP,36.98034864076,
354,PEC-PIT-0002,Pittsylvania County,Balico,Balico LLC,"State Road 685/Chalk Level Road, State Road 691/Mill Creek Road, State Road 692/Transco Road, State Road 1447/Robin Court, and State Road 1439/Jackson Lane",s 2426-88-4949,763.16,4752000,3500.0,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Also includes a 3500MW gas plant,,https://www.pittsylvaniacountyva.gov/home/showpublisheddocument/6067/638714338508430000,36.847962,-79.370255,2025-01-15,SEP,36.847962,
357,PEC-GRE-0001,Greensville County,Mid-Atlantic Advanced Manufacturing Center,Arup Americas Inc,"1781 Greensville County Cir, Emporia, VA 23847",21-97E,930.0,,,New,Proposed,,https://www.webgis.net/va/greensville/?op=id&id=1|parcels|MAP_PIN|21-97E,https://www.emporiaindependentmessenger.com/news/article_abbc9ab2-bd41-11ef-8e28-537ccf81ce7b.html,36.7367368244117,-77.5146970184713,2024-12-19,SEE,36.7367368244117,
360,PEC-HAN-0004,Hanover County,,Tradeport Ashland Land LLC,13058 Mount Hermon Road,7880-60-4701,77.581,,,New,Proposed,Pending county approval,https://parcelmap.hanovercounty.gov/#,https://richmondbizsense.com/2024/10/22/data-center-project-on-hanover-ashland-line-gets-town-approval-awaits-county-consideration/,37.7556287449665,-77.449932789802,2024-10-23,SEE,37.7556287449665,
361,PEC-HEN-0011,Henrico County,Azalea,BWS Enterprises,5209 WILKINSON RD,795-746-5940,30.85,456108,0.0,New,Proposed,Azalea flea market location,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:795-746-5940,0",https://www.datacenterdynamics.com/en/news/proposals-for-two-data-center-projects-in-richmond-virginia-deferred-by-local-officials/,37.604716,-77.42341327,2024-08-28,SEE,37.604716,
362,PEC-LDN-0149,Loudoun County,Oaklawn,Keane Enterprises,101 OAKLAWN DR,2.33396106e+11,26.4,700000,,Redevelopment,Proposed,"Denied, but under litigation",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?sIndex=3&idx=1,https://www.loudountimes.com/0local-or-not/1local/oaklawn-data-center-affordable-housing-proposal-faces-public-pushback/article_d731930a-5a9a-11ef-bb44-0f2c1a71197b.html,39.09197224,-77.56056644,2024-08-28,SEE,39.09197224,
363,PEC-POW-0001,Powhatan County,Province Group,Province Group,1318 PAGE RD MIDLOTHIAN VA 23113,043-61,88.9,1500000,0.0,New,Proposed,sqft covers three buildings,https://powhatanvarealestate.org/ParcelViewer/,https://www.datacenterdynamics.com/en/news/3bn-data-center-proposed-outside-richmond-in-powhatan-county-virginia/,37.50839013,-77.73239492,2024-08-22,SEE,37.50839013,
366,PEC-WIS-0001A,Wise County,DP Facilities: Mineral Gap,DP FACILITIES INC SOUTH LLC,5978 WINDSWEPT BLVD,10852,50.0,200000,45.0,Expansion,Proposed,,,https://www.dpfacilities.com/markets/wise-va/,36.97806629,-82.5270336,2024-04-10,SEP,36.97806629,
367,PEC-FAX-0027,Fairfax County,Renaissance Technology Park,Amazon Data Services Inc,13860 Redskin Dr,0242 14 0001,,617500,,New,Proposed,,https://icare.fairfaxcounty.gov/ffxcare/maps/map.aspx?sIndex=1&idx=1&LMparent=138,https://www.ffxnow.com/2024/09/27/report-amazon-to-run-planned-data-centers-in-herndon-area/,38.93528768,-77.4253492,2024-10-02,SEE,38.93528768,
368,PEC-STA-0003,Stafford County,Blaisdell Property Data Center,TC Blaisdell of Delaware,"Old Forge Drive, Fredricksburg",53 1M,181.3,1480000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=53%20%20%20%20%20%20%20%20%201M&a=31432,https://www.fxbgadvance.com/p/data-center-proposed-in-historic,38.331717,-77.487329,2025-04-28,SEP,38.331717,
369,PEC-STA-0004,Stafford County,George Washington Village Data Center,Garrett Development Corporation,"Courthouse Rd/Interstate 95, Hartwood District",38 70,1042.0,7900000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=38%20%20%20%20%20%20%20%2070&a=23902,https://cdn.staffordcountyva.gov/Planning%20and%20Zoning/Development%20Review%20Meetings-Applications/December%202024/GWV%20Data%20Center%20CUP/3-%20Impact%20Statement%20(10-15-24)%20-%20GWV%20Data%20Center.pdf,38.4089202284613,-77.4469314669514,2025-04-28,SEP,38.4089202284613,
370,PEC-STA-0005,Stafford County,Accokeek Center,"A.I., INC",RT 1/Interstate 95 South of Rappahannock Regional Jail,38 96,80.0,520000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=38%20%20%20%20%20%20%20%2096&a=23952,https://cdn.staffordcountyva.gov/Planning%20and%20Zoning/Development%20Review%20Meetings-Applications/December%202024/Accokeek%20Reclass/4-%20%20Generalized%20Development%20Plan%20(GDP)%20-%20Accokeek%20Center.pdf,38.4037122550227,-77.4269994383733,2025-04-28,SEP,38.4037122550227,
371,PEC-STA-0006,Stafford County,Austin Ridge Logisitics Center,NP AUSTIN RIDGE LLC,"End of Cedar Lane, Hartwood",38 68,183.0,1600000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=38%20%20%20%20%20%20%20%2068&a=23899,https://www.fredericksburgfreepress.com/2025/01/22/biz-beat-roundup-more-data-centers-proposed-in-stafford/,38.4145023722013,-77.4357406636372,2025-04-28,SEP,38.4145023722013,
372,PEC-STA-0007,Stafford County,Enon Road Technologies,ENON RD LLC,south of Enon Road near the intersection with Wyatt Lane,45 227,162.0,2000000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=45%20%20%20%20%20%20%20227&a=27932,https://www.fredericksburgfreepress.com/2025/01/22/biz-beat-roundup-more-data-centers-proposed-in-stafford/,38.3678899696014,-77.473578064573,2025-04-28,SEP,38.3678899696014,
373,PEC-STA-0008,Stafford County,Cranes Corner Data Center,GAM 403 MOUNTAIN LLC,"east of U.S. 1 and about 1,400 feet north of the Centreport Parkway intersection",46 10,46.0,900000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. May have a connection to Enron Road,https://va-stafford-assessor.publicaccessnow.com/PropertySearch/PropertyDetails.aspx?p=46%20%20%20%20%20%20%20%2010&a=29012,https://www.fredericksburgfreepress.com/2025/01/22/biz-beat-roundup-more-data-centers-proposed-in-stafford/,38.3712947302859,-77.4514356950697,2025-04-28,SEP,38.3712947302859,
374,PEC-CCC-0001,Charles City County,Roxbury Technology Park,DIODE Ventures,Between Roxbury Road and Charles City Road,3-30,515.0,,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://www.charlescityva.us/agendacenter/viewfile/minutes/_01092025-570,https://www.wric.com/news/local-news/charles-city-county/data-center-campus-zoning-application/,37.4600766494708,-77.1626727324648,2025-04-28,SEP,37.4600766494708,
375,PEC-BOT-0001,Botetourt County,Greenfield,Google,"INTERNATIONAL PKWY DALEVILLE, VA 24083", 88(26)3,312.0,,,New,Proposed,Land purchased from Botetourt Economic Development Authority,https://www.webgis.net/va/botetourtco/?id=Parcels|LINK|88(26)3,https://www.datacenterdynamics.com/en/news/google-buys-land-for-data-center-in-botetourt-county-west-virginia/,37.441695,-79.912694,2025-07-09,SEP,0.0,
377,PEC-CHE-0004,Chesterfield County,Upper Magnolia Green East,ECONOMIC DEV AUTH CO OF CHFLD,18100 DUVAL RD,698680060200000,743.94,,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://www.chesterfield.gov/828/Real-Estate-Assessment-Data#/Details/698680060200000,https://chesterfieldfits.com/site/wp-content/uploads/2025/05/East.Proffers.Executed.04-09-25-01709493xBE3E4.pdf,37.4203694025653,-77.759970417709,2025-06-27,SEP,0.0,
378,PEC-CHE-0005,Chesterfield County,Upper Magnolia Green West Tract A and Tract B,CARNES W S INC,4401 MOSELEY RD,693685201900000,979.23,,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://www.chesterfield.gov/828/Real-Estate-Assessment-Data#/Details/693685201900000,https://chesterfieldfits.com/site/wp-content/uploads/2025/05/25SN1038.West-Tract-A.-Proffers.-Executed.-5.9.25-01718952xBE3E4.pdf,37.4442264070329,-77.7738440889005,2025-06-27,SEP,0.0,
379,PEC-PWM-0074,Prince William County,Wellington Road PRA,TPC WELLINGTON EAST LC,8819 Wellington Rd,7696-42-2354,8.51,370175,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://egcss.pwcgov.org/SelfService#/plan/55087cda-4790-4f98-be5d-2a054fe2c464?tab=attachments,38.76347674,-77.51353804,2025-07-11,SEP,38.763477,
380,PEC-PWM-0079,Prince William County,PARSONS BUSINESS PARK LLC,PARSONS BUSINESS PARK LLC,14237 DUMFRIES RD,7891-69-0322,90.88,2628411,,New,Proposed,"This project covers multiple parcels. The total acreage has been represented here. Project was expanded in 2024, the new footage is represented here.",https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=099464,https://egcss.pwcgov.org/SelfService#/plan/f202a52f-d21d-48eb-ab3e-8577eaaaff93?tab=attachments,38.64559741,-77.4415954,2025-07-11,SEP,38.64559741,
381,PEC-PWM-0081,Prince William County,Mid-County Industrial Park,MINNIEVILLE CAPITAL ACQUISITION,14901 DUMFRIES RD,7991-45-0874,64.4,664715,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Proffers amended in 2024 to increase the square footage. New footage represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=155883&mtab=property&p=155883,https://egcss.pwcgov.org/SelfService#/plan/3dd0c08d-d7fa-483c-8e0f-1913eb303cd0,38.63155983,-77.41152943,2025-07-11,SEP,38.63156,
382,PEC-PWM-0084,Prince William County,Stoneview,8625 WELLINGTON ROAD LLC,8625 Wellington Rd,7696-23-5325,12.37,149558,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=023779,https://egcss.pwcgov.org/SelfService#/plan/3f012be5-4a81-4341-8710-e239efdb3b1e,38.76551013,-77.51943341,2025-07-11,SEE,38.76551,
384,PEC-PWM-0086,Prince William County,NVA05C,TPC Wellington LC (suspected STACK Infrastructure),"8860 WELLINGTON RD , MANASSAS, VA, 20109",7696-41-4699,23.83,"261, 312",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Tax parcel information unavailable at time of addition.,,https://egcss.pwcgov.org/SelfService#/plan/ec71ba9b-8783-4bd2-ab90-57a68d5f7d0c?tab=locations,38.76122098,-77.51163195,2025-07-12,SEP,38.76122098,
385,PEC-PWM-0087,Prince William County,PROJECT INDUSTRY,INDUSTRIAL PARK COURT LLC,8001 INDUSTRIAL PARK CT,7496-59-2613,42.2,1838000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=255992,https://egcss.pwcgov.org/SelfService#/plan/71a5c10e-0a22-4286-a5c9-b05bff0d3e5f?tab=attachments,38.78174323,-77.57918895,2025-07-12,SEP,,
386,PEC-PWM-0088,Prince William County,9001 Hornbaker Rd,MJV ASSOCIATES LLC,9001 HORNBAKER RD,7596-81-5396,40.02,871518,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=114479,https://egcss.pwcgov.org/SelfService#/plan/a0b0e2d0-2ccb-47b1-ab3f-3275db071d01?tab=attachments,38.76255322,-77.53384828,2025-07-12,SEP,38.76255322,
387,PEC-PWM-0010,Prince William County,Project Well,WELLINGTON ROAD PROPERTY LLC,6894 WELLINGTON RD,7596-08-1375,43.89,1341019,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=094151,https://egcss.pwcgov.org/SelfService#/plan/f91d05d2-9f16-4321-8d9d-8c28831b0c2d?tab=attachments,38.78055229,-77.56263538,2025-07-12,SEP,38.78055229,
388,PEC-PWM-0023,Prince William County,Bristow Campus,STACK INFRASTRUCTURE,11480 NOKESVILLE RD,7595-63-4137,39.88,540000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Existing data centers have been removed from the proposed square footage,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=001441&mtab=property&p=001441,https://egcss.pwcgov.org/SelfService#/plan/1f301435-5cb5-4515-95c7-0dc1844362ea?tab=moreinfo,38.73796779,-77.54125426,2025-07-14,SEP,38.737968,
389,PEC-PWM-0034,Prince William County,IRON MOUNTAIN DATA CENTERS LLC,IRON MOUNTAIN DATA CENTERS LLC,7729 WELLINGTON RD,7596-55-9338,15.47,165428,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246599,https://www.datacenterdynamics.com/en/news/iron-mountain-files-to-expand-manassas-data-center-campus/,38.77136086,-77.54250686,2025-07-14,SEP,38.77136086,
390,PEC-PWM-0037,Prince William County,WELLINGTON GLEN TECHNOLOGY PARK,Amazon Data Services Inc,11901 SUDLEY MANOR DR,7596-63-6606,51.21,645000,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Square footage increased in an amendment in 2025,,https://egcss.pwcgov.org/SelfService#/plan/c31952ca-2934-4acc-ab29-9db4ec01e339?tab=attachments,38.76481589,-77.54451725,2025-07-14,SEP,38.764816,
391,PEC-PWM-0040,Prince William County,Manassas Point,MANASSAS DC OPERATING LLC,7816 BETHLEHEM RD,7596-79-3589,39.86,1739350,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Square footage increased in an amendment in 2024,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=022171,https://egcss.pwcgov.org/SelfService#/plan/112446d3-3458-4c10-9081-42d87805d421?tab=attachments,38.78383319,-77.53779043,2025-07-14,SEP,38.78383319,
392,PEC-PWM-0071,Prince William County,NVA05A & NVA05B Proffer Amendment and Rezoning,STACK INFRASTRUCTURE,9101 FREEDOM CENTER BLVD,7696-30-4783,37.4,814777,,New,Proposed,This project covers multiple parcels. The total acreage has been represented here. Proffers amended to increase square footage in 2024,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=023467,https://egcss.pwcgov.org/SelfService#/plan/19004ff1-7e88-4661-9d3f-ad33ecaa1da2,38.76054215,-77.51536004,2025-07-14,SEP,38.760542,
393,PEC-LDN-0087A,Loudoun County,STACK NVA04,STACK INFRASTRUCTURE,22285 LOCKRIDGE RD,062275493002,8.54,371941,,Complete,Existing,"SI NVA04B LLC, BUILDING 2",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=062275493002&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3e234d9f-412a-41f5-94e3-475b94214980?tab=attachments,39.000746,-77.460305,2025-08-06,SEP,39.000746,
394,PEC-LDN-0087,Loudoun County,STACK NVA04,STACK INFRASTRUCTURE,22271 LOCKRIDGE RD,062275493003,8.52,371211,,Complete,Existing,"SI NVA04A LLC, BUILDING 1",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=062275493003&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3e234d9f-412a-41f5-94e3-475b94214980?tab=attachments,38.999166,-77.460786,2025-08-06,SEP,38.999166,
395,PEC-LDN-0087B,Loudoun County,STACK NVA04,STACK INFRASTRUCTURE,22295 LOCKRIDGE RD,062275493001,8.54,371941,,New,Proposed,"STACK BROAD RUN HOLDINGS LLC, BUILDING 3",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=land_summary&UseSearch=no&pin=062275493001&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3e234d9f-412a-41f5-94e3-475b94214980?tab=attachments,39.002779,-77.46116,2025-08-06,SEP,39.002779,
396,PEC-LDN-0111,Loudoun County,AWS H&M Property,Amazon Data Services Inc,25500 MEADOWDALE DR,96183926000,82.17,274000,,"Operating, Expanding",Existing,"Computer Center. 274,000 sq ft, Building A, complete as of 2023. This parcel is likely to be subdivided after construction is complete",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=096183926000&jur=107&taxyr=2024,https://www.loudountimes.com/news/loudoun-planning-commission-signs-off-on-amazon-data-center-project/article_0e17ff90-d1be-11ea-9103-bb61a9f22c3a.html,38.92110773,-77.48629892,2025-08-06,SEP,38.92110773,
397,PEC-LDN-0111A,Loudoun County,AWS H&M Property,Amazon Data Services Inc,25500 MEADOWDALE DR,96183926000,,259000,,Expansion,Proposed,Building C,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=096183926000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/4922d1ce-97e0-4321-ade6-f449aace6208?tab=moreinfo,38.92113277,-77.48317683,2025-08-06,SEP,38.92113277,
398,PEC-LDN-0111C,Loudoun County,AWS H&M Property,Amazon Data Services Inc,25500 MEADOWDALE DR,96183926000,0.0,958000,,Expansion,Proposed,"Remaining square footage not includied in PEC-LDN-0111, PEC-LDN-0111A, or PEC-LDN-0111",https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=096183926000&jur=107&taxyr=2024,https://www.loudountimes.com/news/loudoun-planning-commission-signs-off-on-amazon-data-center-project/article_0e17ff90-d1be-11ea-9103-bb61a9f22c3a.html,38.91965531,-77.47997964,2025-08-06,SEP,38.91965531,
399,PEC-LDN-0111B,Loudoun County,AWS H&M Property,Amazon Data Services Inc,25500 MEADOWDALE DR,96183926000,,259000,,Expansion,Proposed,Building H,https://reparcelasmt.loudoun.gov/pt/Datalets/Datalet.aspx?UseSearch=no&mode=profileall&pin=096183926000&jur=107&taxyr=2024,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/4922d1ce-97e0-4321-ade6-f449aace6208?tab=moreinfo,38.91981391,-77.48339141,2025-08-06,SEP,38.91981391,
400,PEC-LDN-0117,Loudoun County,Northwoods Property,Amazon Data Services Inc,43649 LIGHT SPEED PLZ,122207249000,79.61,755090,0.0,Expansion,Proposed,"Four buildings, building A is complete and has been removed from the square footage. This parcel may be divided in the future.",https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=122207249000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3399a93f-9e75-48d2-a377-ecd0d9be35c1?tab=attachments,38.97792175,-77.49350666,2025-08-06,SEP,38.97792175,
401,PEC-LDN-0117A,Loudoun County,Northwoods Property,Amazon Data Services Inc,43649 LIGHT SPEED PLZ,122207249000,,263340,,Complete,Existing,Building A,https://reparcelasmt.loudoun.gov/pt/datalets/datalet.aspx?mode=commercial&UseSearch=no&pin=122207249000&jur=107&taxyr=2025&LMparent=20,https://loudouncountyvaeg.tylerhost.net/prod/selfservice#/plan/3399a93f-9e75-48d2-a377-ecd0d9be35c1?tab=attachments,38.98071575,-77.49381779,2025-08-06,SEP,38.98071575,
